DATE,DEXINUS
1973-01-01,8.0040909090909091
1973-02-01,7.7537500000000000
1973-03-01,7.5465000000000000
1973-04-01,7.5461904761904762
1973-05-01,7.4927272727272727
1973-06-01,7.2719047619047619
1973-07-01,7.3509523809523810
1973-08-01,7.5643478260869565
1973-09-01,7.7000000000000000
1973-10-01,7.7271428571428571
1973-11-01,7.8340000000000000
1973-12-01,8.1100000000000000
1974-01-01,8.4377272727272727
1974-02-01,8.2444444444444444
1974-03-01,8.0566666666666667
1974-04-01,7.8654545454545455
1974-05-01,7.7854545454545455
1974-06-01,7.8490000000000000
1974-07-01,7.8345454545454545
1974-08-01,7.9840909090909091
1974-09-01,8.1210000000000000
1974-10-01,8.0504545454545455
1974-11-01,8.0644444444444444
1974-12-01,8.0952380952380952
1975-01-01,8.1300000000000000
1975-02-01,7.9716666666666667
1975-03-01,7.7500000000000000
1975-04-01,7.8840909090909091
1975-05-01,8.0700000000000000
1975-06-01,8.1914285714285714
1975-07-01,8.4895454545454545
1975-08-01,8.7895238095238095
1975-09-01,8.8647619047619048
1975-10-01,8.8945454545454545
1975-11-01,8.8994117647058824
1975-12-01,8.9827272727272727
1976-01-01,8.9471428571428571
1976-02-01,8.9388888888888889
1976-03-01,8.9647826086956522
1976-04-01,8.9918181818181818
1976-05-01,9.0265000000000000
1976-06-01,9.1109090909090909
1976-07-01,8.9233333333333333
1976-08-01,8.9754545454545455
1976-09-01,9.0614285714285714
1976-10-01,8.8960000000000000
1976-11-01,8.9657894736842105
1976-12-01,8.8534782608695652
1977-01-01,8.9052380952380952
1977-02-01,8.8626315789473684
1977-03-01,8.8417391304347826
1977-04-01,8.8428571428571429
1977-05-01,8.8338095238095238
1977-06-01,8.8604545454545455
1977-07-01,8.8163157894736842
1977-08-01,8.7213043478260870
1977-09-01,8.7300000000000000
1977-10-01,8.6150000000000000
1977-11-01,8.6405263157894737
1977-12-01,8.5371428571428571
1978-01-01,8.2009523809523810
1978-02-01,8.1094444444444444
1978-03-01,8.2078260869565217
1978-04-01,8.4650000000000000
1978-05-01,8.5827272727272727
1978-06-01,8.4040909090909091
1978-07-01,8.1665000000000000
1978-08-01,8.0139130434782609
1978-09-01,8.0365000000000000
1978-10-01,7.9109523809523810
1978-11-01,8.0335000000000000
1978-12-01,8.2160000000000000
1979-01-01,8.2090909090909091
1979-02-01,8.2500000000000000
1979-03-01,8.2418181818181818
1979-04-01,8.2061904761904762
1979-05-01,8.2890909090909091
1979-06-01,8.1190476190476190
1979-07-01,7.9066666666666667
1979-08-01,8.0113043478260870
1979-09-01,8.1357894736842105
1979-10-01,8.2259090909090909
1979-11-01,8.1926315789473684
1979-12-01,8.0995000000000000
1980-01-01,7.9881818181818182
1980-02-01,7.9815789473684211
1980-03-01,8.1519047619047619
1980-04-01,8.0700000000000000
1980-05-01,7.8585714285714286
1980-06-01,7.8423809523809524
1980-07-01,7.7663636363636364
1980-08-01,7.7823809523809524
1980-09-01,7.7495238095238095
1980-10-01,7.7322727272727273
1980-11-01,7.7711764705882353
1980-12-01,7.9313636363636364
1981-01-01,7.9576190476190476
1981-02-01,8.2211111111111111
1981-03-01,8.2431818181818182
1981-04-01,8.2918181818181818
1981-05-01,8.4045000000000000
1981-06-01,8.5563636363636364
1981-07-01,8.9065217391304348
1981-08-01,9.0604761904761905
1981-09-01,9.1152380952380952
1981-10-01,9.1347619047619048
1981-11-01,9.1350000000000000
1981-12-01,9.1304545454545455
1982-01-01,9.1525000000000000
1982-02-01,9.2144444444444444
1982-03-01,9.2934782608695652
1982-04-01,9.3922727272727273
1982-05-01,9.2965000000000000
1982-06-01,9.4668181818181818
1982-07-01,9.5633333333333333
1982-08-01,9.5740909090909091
1982-09-01,9.6495238095238095
1982-10-01,9.7005000000000000
1982-11-01,9.7968421052631579
1982-12-01,9.6926086956521739
1983-01-01,9.7938095238095238
1983-02-01,9.9184210526315789
1983-03-01,9.9652173913043478
1983-04-01,9.9823809523809524
1983-05-01,9.9895238095238095
1983-06-01,10.0490909090909091
1983-07-01,10.0875000000000000
1983-08-01,10.1873913043478261
1983-09-01,10.2004761904761905
1983-10-01,10.2290000000000000
1983-11-01,10.3784210526315789
1983-12-01,10.4895238095238095
1984-01-01,10.7152380952380952
1984-02-01,10.7436842105263158
1984-03-01,10.7145454545454545
1984-04-01,10.8200000000000000
1984-05-01,11.0168181818181818
1984-06-01,11.0638095238095238
1984-07-01,11.3714285714285714
1984-08-01,11.5560869565217391
1984-09-01,11.8584210526315789
1984-10-01,12.0268181818181818
1984-11-01,12.0784210526315789
1984-12-01,12.2925000000000000
1985-01-01,12.6119047619047619
1985-02-01,12.9216666666666667
1985-03-01,12.8614285714285714
1985-04-01,12.4004545454545455
1985-05-01,12.5004545454545455
1985-06-01,12.4405000000000000
1985-07-01,12.0313636363636364
1985-08-01,11.8977272727272727
1985-09-01,12.1255000000000000
1985-10-01,12.0331818181818182
1985-11-01,12.1010526315789474
1985-12-01,12.1523809523809524
1986-01-01,12.2433333333333333
1986-02-01,12.3700000000000000
1986-03-01,12.2890476190476190
1986-04-01,12.3931818181818182
1986-05-01,12.4657142857142857
1986-06-01,12.5985714285714286
1986-07-01,12.5077272727272727
1986-08-01,12.5666666666666667
1986-09-01,12.6757142857142857
1986-10-01,12.8486363636363636
1986-11-01,13.0761111111111111
1986-12-01,13.1486363636363636
1987-01-01,13.0295000000000000
1987-02-01,13.0621052631578947
1987-03-01,12.9236363636363636
1987-04-01,12.8145454545454545
1987-05-01,12.6660000000000000
1987-06-01,12.8368181818181818
1987-07-01,13.0126086956521739
1987-08-01,13.0852380952380952
1987-09-01,12.9933333333333333
1987-10-01,13.0428571428571429
1987-11-01,12.9721052631578947
1987-12-01,12.9345454545454545
1988-01-01,13.0394736842105263
1988-02-01,13.0650000000000000
1988-03-01,12.9791304347826087
1988-04-01,13.1576190476190476
1988-05-01,13.3157142857142857
1988-06-01,13.7859090909090909
1988-07-01,14.0795000000000000
1988-08-01,14.2169565217391304
1988-09-01,14.4895238095238095
1988-10-01,14.7200000000000000
1988-11-01,14.9660000000000000
1988-12-01,15.0190476190476190
1989-01-01,15.0925000000000000
1989-02-01,15.2405263157894737
1989-03-01,15.4673913043478261
1989-04-01,15.7180000000000000
1989-05-01,16.1018181818181818
1989-06-01,16.4195454545454545
1989-07-01,16.4160000000000000
1989-08-01,16.6091304347826087
1989-09-01,16.7450000000000000
1989-10-01,16.8190476190476190
1989-11-01,16.9247619047619048
1989-12-01,16.9320000000000000
1990-01-01,16.9633333333333333
1990-02-01,16.9894736842105263
1990-03-01,17.1163636363636364
1990-04-01,17.2942857142857143
1990-05-01,17.3245454545454545
1990-06-01,17.4209523809523810
1990-07-01,17.4119047619047619
1990-08-01,17.3465217391304348
1990-09-01,17.8594736842105263
1990-10-01,18.0736363636363636
1990-11-01,18.0975000000000000
1990-12-01,18.1272222222222222
1991-01-01,18.3390476190476190
1991-02-01,18.8600000000000000
1991-03-01,19.2428571428571429
1991-04-01,19.9063636363636364
1991-05-01,20.5186363636363636
1991-06-01,21.0620000000000000
1991-07-01,25.6127272727272727
1991-08-01,25.8457142857142857
1991-09-01,25.8335000000000000
1991-10-01,25.7972727272727273
1991-11-01,25.8021052631578947
1991-12-01,25.8180000000000000
1992-01-01,25.8628571428571429
1992-02-01,25.9921052631578947
1992-03-01,28.3777272727272727
1992-04-01,28.8961904761904762
1992-05-01,28.5415000000000000
1992-06-01,28.5186363636363636
1992-07-01,28.5639130434782609
1992-08-01,28.4635000000000000
1992-09-01,28.4757142857142857
1992-10-01,28.4766666666666667
1992-11-01,28.4736842105263158
1992-12-01,28.9786363636363636
1993-01-01,29.0431578947368421
1993-02-01,30.0421052631578947
1993-03-01,31.9391304347826087
1993-04-01,31.6095238095238095
1993-05-01,31.6125000000000000
1993-06-01,31.6681818181818182
1993-07-01,31.6000000000000000
1993-08-01,31.6122727272727273
1993-09-01,31.5776190476190476
1993-10-01,31.5050000000000000
1993-11-01,31.4335000000000000
1993-12-01,31.4400000000000000
1994-01-01,31.4400000000000000
1994-02-01,31.4489473684210526
1994-03-01,31.4146739130434783
1994-04-01,31.3914285714285714
1994-05-01,31.3753571428571429
1994-06-01,31.3845454545454545
1994-07-01,31.3763750000000000
1994-08-01,31.3727173913043478
1994-09-01,31.3722619047619048
1994-10-01,31.3726250000000000
1994-11-01,31.3940000000000000
1994-12-01,31.3894047619047619
1995-01-01,31.3736250000000000
1995-02-01,31.3794736842105263
1995-03-01,31.5865434782608696
1995-04-01,31.4072500000000000
1995-05-01,31.4178863636363636
1995-06-01,31.4036818181818182
1995-07-01,31.3852500000000000
1995-08-01,31.5923478260869565
1995-09-01,33.3097500000000000
1995-10-01,34.6564285714285714
1995-11-01,34.7100000000000000
1995-12-01,34.9662500000000000
1996-01-01,35.8116666666666667
1996-02-01,36.5945000000000000
1996-03-01,34.4852380952380952
1996-04-01,34.3195454545454545
1996-05-01,35.0250000000000000
1996-06-01,35.0995000000000000
1996-07-01,35.6672727272727273
1996-08-01,35.8000000000000000
1996-09-01,35.8700000000000000
1996-10-01,35.8036363636363636
1996-11-01,35.8391578947368421
1996-12-01,35.8815238095238095
1997-01-01,35.9036666666666667
1997-02-01,35.8905263157894737
1997-03-01,35.8847619047619048
1997-04-01,35.8281363636363636
1997-05-01,35.8248095238095238
1997-06-01,35.8201904761904762
1997-07-01,35.7473636363636364
1997-08-01,36.0084761904761905
1997-09-01,36.4755714285714286
1997-10-01,36.3020000000000000
1997-11-01,37.2888888888888889
1997-12-01,39.4000000000000000
1998-01-01,39.3910000000000000
1998-02-01,39.0078947368421053
1998-03-01,39.5686363636363636
1998-04-01,39.7029090909090909
1998-05-01,40.4686500000000000
1998-06-01,42.3668181818181818
1998-07-01,42.6118260869565217
1998-08-01,42.8428571428571429
1998-09-01,42.5790476190476190
1998-10-01,42.3942857142857143
1998-11-01,42.4284210526315789
1998-12-01,42.5909090909090909
1999-01-01,42.5452631578947368
1999-02-01,42.5315789473684211
1999-03-01,42.5160869565217391
1999-04-01,42.7968181818181818
1999-05-01,42.8590000000000000
1999-06-01,43.2127272727272727
1999-07-01,43.3566666666666667
1999-08-01,43.5031818181818182
1999-09-01,43.5980952380952381
1999-10-01,43.5527500000000000
1999-11-01,43.4580000000000000
1999-12-01,43.5239130434782609
2000-01-01,43.5895000000000000
2000-02-01,43.6540000000000000
2000-03-01,43.6382608695652174
2000-04-01,43.6847000000000000
2000-05-01,44.0759090909090909
2000-06-01,44.7604545454545455
2000-07-01,44.8405000000000000
2000-08-01,45.7686956521739130
2000-09-01,45.9680000000000000
2000-10-01,46.4252380952380952
2000-11-01,46.8214285714285714
2000-12-01,46.7845000000000000
2001-01-01,46.6138095238095238
2001-02-01,46.5615789473684211
2001-03-01,46.6531818181818182
2001-04-01,46.7885714285714286
2001-05-01,46.9472727272727273
2001-06-01,47.0423809523809524
2001-07-01,47.1780952380952381
2001-08-01,47.1665217391304348
2001-09-01,47.7511111111111111
2001-10-01,48.0513636363636364
2001-11-01,48.0430000000000000
2001-12-01,47.9345000000000000
2002-01-01,48.3533333333333333
2002-02-01,48.7168421052631579
2002-03-01,48.7666666666666667
2002-04-01,48.9386363636363636
2002-05-01,49.0168181818181818
2002-06-01,48.9840000000000000
2002-07-01,48.7877272727272727
2002-08-01,48.6150000000000000
2002-09-01,48.4625000000000000
2002-10-01,48.3881818181818182
2002-11-01,48.2852631578947368
2002-12-01,48.1495238095238095
2003-01-01,47.9571428571428571
2003-02-01,47.7473684210526316
2003-03-01,47.6766666666666667
2003-04-01,47.3909090909090909
2003-05-01,47.1100000000000000
2003-06-01,46.6995238095238095
2003-07-01,46.2200000000000000
2003-08-01,45.9557142857142857
2003-09-01,45.8466666666666667
2003-10-01,45.4036363636363636
2003-11-01,45.5544444444444444
2003-12-01,45.5740909090909091
2004-01-01,45.4560000000000000
2004-02-01,45.2726315789473684
2004-03-01,44.9693478260869565
2004-04-01,43.8918181818181818
2004-05-01,45.1755000000000000
2004-06-01,45.5027272727272727
2004-07-01,46.0557142857142857
2004-08-01,46.3220454545454545
2004-09-01,46.0547619047619048
2004-10-01,45.7355000000000000
2004-11-01,45.0325000000000000
2004-12-01,43.8469565217391304
2005-01-01,43.6150000000000000
2005-02-01,43.5757894736842105
2005-03-01,43.5860869565217391
2005-04-01,43.6419047619047619
2005-05-01,43.4095238095238095
2005-06-01,43.5245454545454545
2005-07-01,43.4340000000000000
2005-08-01,43.5500000000000000
2005-09-01,43.8461904761904762
2005-10-01,44.7575000000000000
2005-11-01,45.6315000000000000
2005-12-01,45.5633333333333333
2006-01-01,44.2010000000000000
2006-02-01,44.2300000000000000
2006-03-01,44.3378260869565217
2006-04-01,44.8245000000000000
2006-05-01,45.1959090909090909
2006-06-01,45.8886363636363636
2006-07-01,46.3675000000000000
2006-08-01,46.4460869565217391
2006-09-01,46.0105000000000000
2006-10-01,45.3552380952380952
2006-11-01,44.7257142857142857
2006-12-01,44.4835000000000000
2007-01-01,44.2061904761904762
2007-02-01,44.0194736842105263
2007-03-01,43.7936363636363636
2007-04-01,42.0176190476190476
2007-05-01,40.5686363636363636
2007-06-01,40.5904761904761905
2007-07-01,40.2738095238095238
2007-08-01,40.6791304347826087
2007-09-01,40.1735000000000000
2007-10-01,39.3660869565217391
2007-11-01,39.3266666666666667
2007-12-01,39.3750000000000000
2008-01-01,39.2676190476190476
2008-02-01,39.6735000000000000
2008-03-01,40.1452380952380952
2008-04-01,39.9668181818181818
2008-05-01,42.0019047619047619
2008-06-01,42.7633333333333333
2008-07-01,42.7027272727272727
2008-08-01,42.9057142857142857
2008-09-01,45.5300000000000000
2008-10-01,48.6154545454545455
2008-11-01,48.8516666666666667
2008-12-01,48.5131818181818182
2009-01-01,48.6995000000000000
2009-02-01,49.2484210526315789
2009-03-01,51.1290909090909091
2009-04-01,49.9654545454545455
2009-05-01,48.5100000000000000
2009-06-01,47.6736363636363636
2009-07-01,48.3623913043478261
2009-08-01,48.2426190476190476
2009-09-01,48.2923809523809524
2009-10-01,46.6523809523809524
2009-11-01,46.5305263157894737
2009-12-01,46.5272727272727273
2010-01-01,45.8944444444444444
2010-02-01,46.2731578947368421
2010-03-01,45.4508695652173913
2010-04-01,44.4439772727272727
2010-05-01,45.7690000000000000
2010-06-01,46.4982954545454545
2010-07-01,46.7616666666666667
2010-08-01,46.4604545454545455
2010-09-01,45.8728571428571429
2010-10-01,44.3540000000000000
2010-11-01,44.9315000000000000
2010-12-01,45.1000000000000000
2011-01-01,45.3750000000000000
2011-02-01,45.3794736842105263
2011-03-01,44.9143478260869565
2011-04-01,44.3009523809523810
2011-05-01,44.9023809523809524
2011-06-01,44.8109090909090909
2011-07-01,44.3960000000000000
2011-08-01,45.3134782608695652
2011-09-01,47.6904761904761905
2011-10-01,49.2020000000000000
2011-11-01,50.6785000000000000
2011-12-01,52.3823809523809524
2012-01-01,51.0015000000000000
2012-02-01,49.1811900000000000
2012-03-01,50.3634681818181818
2012-04-01,51.6900000000000000
2012-05-01,54.3313636363636364
2012-06-01,55.9423809523809524
2012-07-01,55.4247619047619048
2012-08-01,55.4934782608695652
2012-09-01,54.3500000000000000
2012-10-01,53.0995454545454545
2012-11-01,54.7845000000000000
2012-12-01,54.6470000000000000
2013-01-01,54.2290476190476190
2013-02-01,53.8078947368421053
2013-03-01,54.4228571428571429
2013-04-01,54.3236363636363636
2013-05-01,54.9845454545454545
2013-06-01,58.3835000000000000
2013-07-01,59.7609090909090909
2013-08-01,62.8109090909090909
2013-09-01,63.6480000000000000
2013-10-01,61.6059090909090909
2013-11-01,62.5178947368421053
2013-12-01,61.8109523809523810
2014-01-01,62.1057142857142857
2014-02-01,62.1642105263157895
2014-03-01,60.9476190476190476
2014-04-01,60.3463636363636364
2014-05-01,59.2842857142857143
2014-06-01,59.7366666666666667
2014-07-01,60.0955909090909091
2014-08-01,60.8738095238095238
2014-09-01,60.8976190476190476
2014-10-01,61.3668181818181818
2014-11-01,61.6827777777777778
2014-12-01,62.7071428571428571
2015-01-01,62.1300000000000000
2015-02-01,61.9905263157894737
2015-03-01,62.4804545454545455
2015-04-01,62.6413636363636364
2015-05-01,63.7150000000000000
2015-06-01,63.7809090909090909
2015-07-01,63.6045454545454545
2015-08-01,65.0971428571428571
2015-09-01,66.1666666666666667
2015-10-01,65.0261904761904762
2015-11-01,66.1000000000000000
2015-12-01,66.5022727272727273
2016-01-01,67.3331578947368421
2016-02-01,68.2395000000000000
2016-03-01,66.8908695652173913
2016-04-01,66.4219047619047619
2016-05-01,66.8895238095238095
2016-06-01,67.2654545454545455
2016-07-01,67.1580000000000000
2016-08-01,66.9034782608695652
2016-09-01,66.7138095238095238
2016-10-01,66.7415000000000000
2016-11-01,67.6395000000000000
2016-12-01,67.8052380952380952
2017-01-01,68.0473684210526316
2017-02-01,66.9726315789473684
2017-03-01,65.8008695652173913
2017-04-01,64.5360000000000000
2017-05-01,64.4195454545454545
2017-06-01,64.4481818181818182
2017-07-01,64.4240000000000000
2017-08-01,63.9682608695652174
2017-09-01,64.4775000000000000
2017-10-01,65.0357142857142857
2017-11-01,64.8435000000000000
2017-12-01,64.2445000000000000
2018-01-01,63.6452380952380952
2018-02-01,64.4300000000000000
2018-03-01,65.0454545454545455
2018-04-01,65.6728571428571429
2018-05-01,67.5100000000000000
2018-06-01,67.7900000000000000
2018-07-01,68.6866666666666667
2018-08-01,69.6317391304347826
2018-09-01,72.2778947368421053
2018-10-01,73.5609090909090909
2018-11-01,71.7380000000000000
2018-12-01,70.8331111111111111
2019-01-01,70.7100000000000000
2019-02-01,71.1738888888888889
2019-03-01,69.4895238095238095
2019-04-01,69.4068181818181818
2019-05-01,69.7827272727272727
2019-06-01,69.3880000000000000
2019-07-01,68.7390909090909091
2019-08-01,71.1890909090909091
2019-09-01,71.3110000000000000
2019-10-01,71.0086363636363636
2019-11-01,71.4942105263157895
2019-12-01,71.1384210526315789
