DATE,DEXUSEU
1999-01-01,1.1590947368421053
1999-02-01,1.1202789473684211
1999-03-01,1.0885869565217391
1999-04-01,1.0700500000000000
1999-05-01,1.0630050000000000
1999-06-01,1.03771818181818181818
1999-07-01,1.03704761904761904762
1999-08-01,1.0605045454545455
1999-09-01,1.0497476190476190
1999-10-01,1.0705500000000000
1999-11-01,1.03279000000000000000
1999-12-01,1.01102608695652173913
2000-01-01,1.01311000000000000000
2000-02-01,0.98336000000000000000
2000-03-01,0.96433913043478260870
2000-04-01,0.94492000000000000000
2000-05-01,0.90594545454545454545
2000-06-01,0.95047727272727272727
2000-07-01,0.93861500000000000000
2000-08-01,0.90450434782608695652
2000-09-01,0.86947500000000000000
2000-10-01,0.85253809523809523810
2000-11-01,0.85515238095238095238
2000-12-01,0.89831000000000000000
2001-01-01,0.93758095238095238095
2001-02-01,0.92052105263157894737
2001-03-01,0.90828636363636363636
2001-04-01,0.89251904761904761905
2001-05-01,0.87531363636363636364
2001-06-01,0.85295714285714285714
2001-07-01,0.86148571428571428571
2001-08-01,0.90136521739130434783
2001-09-01,0.91144444444444444444
2001-10-01,0.90500000000000000000
2001-11-01,0.88826000000000000000
2001-12-01,0.89117000000000000000
2002-01-01,0.88316190476190476190
2002-02-01,0.87069473684210526316
2002-03-01,0.87663809523809523810
2002-04-01,0.88599545454545454545
2002-05-01,0.91695909090909090909
2002-06-01,0.95613500000000000000
2002-07-01,0.99352727272727272727
2002-08-01,0.97805909090909090909
2002-09-01,0.98063000000000000000
2002-10-01,0.98115000000000000000
2002-11-01,1.00128947368421052632
2002-12-01,1.01940476190476190476
2003-01-01,1.0622476190476190
2003-02-01,1.0784578947368421
2003-03-01,1.0797428571428571
2003-04-01,1.0862363636363636
2003-05-01,1.1555571428571429
2003-06-01,1.1674285714285714
2003-07-01,1.1365045454545455
2003-08-01,1.1155190476190476
2003-09-01,1.1267000000000000
2003-10-01,1.1713681818181818
2003-11-01,1.1710111111111111
2003-12-01,1.2298181818181818
2004-01-01,1.2638200000000000
2004-02-01,1.2640421052631579
2004-03-01,1.2260913043478261
2004-04-01,1.1989454545454545
2004-05-01,1.1999950000000000
2004-06-01,1.2146045454545455
2004-07-01,1.2266142857142857
2004-08-01,1.2191363636363636
2004-09-01,1.2223952380952381
2004-10-01,1.2507400000000000
2004-11-01,1.2997200000000000
2004-12-01,1.3406478260869565
2005-01-01,1.3122650000000000
2005-02-01,1.3013052631578947
2005-03-01,1.3185000000000000
2005-04-01,1.2943095238095238
2005-05-01,1.2696857142857143
2005-06-01,1.2155272727272727
2005-07-01,1.2040550000000000
2005-08-01,1.2295173913043478
2005-09-01,1.2233904761904762
2005-10-01,1.2022400000000000
2005-11-01,1.1788750000000000
2005-12-01,1.1860952380952381
2006-01-01,1.2125500000000000
2006-02-01,1.1939736842105263
2006-03-01,1.2028434782608696
2006-04-01,1.2273250000000000
2006-05-01,1.2767454545454545
2006-06-01,1.2660590909090909
2006-07-01,1.2680650000000000
2006-08-01,1.2810478260869565
2006-09-01,1.2722100000000000
2006-10-01,1.2617190476190476
2006-11-01,1.2887666666666667
2006-12-01,1.3204800000000000
2007-01-01,1.2993000000000000
2007-02-01,1.3080210526315789
2007-03-01,1.3245909090909091
2007-04-01,1.3512904761904762
2007-05-01,1.3517818181818182
2007-06-01,1.3420619047619048
2007-07-01,1.3726476190476190
2007-08-01,1.3625869565217391
2007-09-01,1.3909850000000000
2007-10-01,1.4233043478260870
2007-11-01,1.4682523809523810
2007-12-01,1.4558800000000000
2008-01-01,1.4728142857142857
2008-02-01,1.4759450000000000
2008-03-01,1.5520190476190476
2008-04-01,1.5753636363636364
2008-05-01,1.5554142857142857
2008-06-01,1.5561714285714286
2008-07-01,1.5758636363636364
2008-08-01,1.4955380952380952
2008-09-01,1.4341666666666667
2008-10-01,1.3266272727272727
2008-11-01,1.2744222222222222
2008-12-01,1.3511454545454545
2009-01-01,1.3244450000000000
2009-02-01,1.2796842105263158
2009-03-01,1.3050318181818182
2009-04-01,1.3198909090909091
2009-05-01,1.3645850000000000
2009-06-01,1.4014454545454545
2009-07-01,1.4091652173913043
2009-08-01,1.4266238095238095
2009-09-01,1.4575142857142857
2009-10-01,1.4821142857142857
2009-11-01,1.4907526315789474
2009-12-01,1.4578545454545455
2010-01-01,1.4265736842105263
2010-02-01,1.3679947368421053
2010-03-01,1.3570043478260870
2010-04-01,1.3416818181818182
2010-05-01,1.2563150000000000
2010-06-01,1.2223363636363636
2010-07-01,1.2810571428571429
2010-08-01,1.2902909090909091
2010-09-01,1.3102857142857143
2010-10-01,1.3900950000000000
2010-11-01,1.3654250000000000
2010-12-01,1.3221333333333333
2011-01-01,1.3370650000000000
2011-02-01,1.3655894736842105
2011-03-01,1.4019826086956522
2011-04-01,1.4459761904761905
2011-05-01,1.4334523809523810
2011-06-01,1.4402863636363636
2011-07-01,1.4275000000000000
2011-08-01,1.4333173913043478
2011-09-01,1.3746714285714286
2011-10-01,1.3732450000000000
2011-11-01,1.3557600000000000
2011-12-01,1.3154571428571429
2012-01-01,1.2909850000000000
2012-02-01,1.3238350000000000
2012-03-01,1.3207500000000000
2012-04-01,1.3160190476190476
2012-05-01,1.2806454545454545
2012-06-01,1.2541333333333333
2012-07-01,1.2277619047619048
2012-08-01,1.2406217391304348
2012-09-01,1.2884578947368421
2012-10-01,1.2973818181818182
2012-11-01,1.2837400000000000
2012-12-01,1.3119450000000000
2013-01-01,1.3303904761904762
2013-02-01,1.3346736842105263
2013-03-01,1.2953142857142857
2013-04-01,1.3025181818181818
2013-05-01,1.2983136363636364
2013-06-01,1.3197150000000000
2013-07-01,1.3087863636363636
2013-08-01,1.3313545454545455
2013-09-01,1.3364150000000000
2013-10-01,1.3645909090909091
2013-11-01,1.3490842105263158
2013-12-01,1.3708000000000000
2014-01-01,1.3617952380952381
2014-02-01,1.3665210526315789
2014-03-01,1.3828190476190476
2014-04-01,1.3810181818181818
2014-05-01,1.3738523809523810
2014-06-01,1.3594857142857143
2014-07-01,1.3533363636363636
2014-08-01,1.3315238095238095
2014-09-01,1.2889095238095238
2014-10-01,1.2677318181818182
2014-11-01,1.2472500000000000
2014-12-01,1.2329190476190476
2015-01-01,1.1614900000000000
2015-02-01,1.1350263157894737
2015-03-01,1.0819454545454545
2015-04-01,1.0822045454545455
2015-05-01,1.1167350000000000
2015-06-01,1.1225590909090909
2015-07-01,1.0997409090909091
2015-08-01,1.1136142857142857
2015-09-01,1.1228523809523810
2015-10-01,1.1227952380952381
2015-11-01,1.0726578947368421
2015-12-01,1.0888681818181818
2016-01-01,1.0855052631578947
2016-02-01,1.1092300000000000
2016-03-01,1.1133521739130435
2016-04-01,1.1345666666666667
2016-05-01,1.1312047619047619
2016-06-01,1.1231772727272727
2016-07-01,1.1054950000000000
2016-08-01,1.1206521739130435
2016-09-01,1.1217809523809524
2016-10-01,1.1014400000000000
2016-11-01,1.0791800000000000
2016-12-01,1.0544619047619048
2017-01-01,1.0634947368421053
2017-02-01,1.0650210526315789
2017-03-01,1.0691043478260870
2017-04-01,1.0713800000000000
2017-05-01,1.1049863636363636
2017-06-01,1.1233000000000000
2017-07-01,1.1530150000000000
2017-08-01,1.1812913043478261
2017-09-01,1.1913350000000000
2017-10-01,1.1755476190476190
2017-11-01,1.1742950000000000
2017-12-01,1.1836150000000000
2018-01-01,1.2196523809523810
2018-02-01,1.2339684210526316
2018-03-01,1.2333954545454545
2018-04-01,1.2269523809523810
2018-05-01,1.1822636363636364
2018-06-01,1.1679142857142857
2018-07-01,1.1684619047619048
2018-08-01,1.1546608695652174
2018-09-01,1.1666947368421053
2018-10-01,1.1487590909090909
2018-11-01,1.1363900000000000
2018-12-01,1.1380388888888889
2019-01-01,1.1417900000000000
2019-02-01,1.1349444444444444
2019-03-01,1.1296142857142857
2019-04-01,1.1234000000000000
2019-05-01,1.1186909090909091
2019-06-01,1.1295150000000000
2019-07-01,1.1211454545454545
2019-08-01,1.1128681818181818
2019-09-01,1.1011200000000000
2019-10-01,1.1058181818181818
2019-11-01,1.1050578947368421
2019-12-01,1.1102263157894737
